"reward","assignmentid","workerid","assignmentaccepttime","assignmentsubmittime","response","confidence","trivialArgument","argtype","qnumber","property","p1animal","p2animal","cows","chimps","gorillas","mice","squirrels","elephants","seals","rhinos","dolphins","horses","mammals","animals","modal","rt","premisecode","language"
"$0.40","2WAKMN9U8P9YA0VLFM93XUYJ1GYDU3","AI2GXFO5FLLZ1","Fri Dec 30 10:52:42 PST 2011","Fri Dec 30 10:59:33 PST 2011","reject",4,"false","contingent",16,"require biotin for hemoglobin synthesis","gorillas","mice",0,0,1,1,0,0,0,0,0,0,0,0,"certain",15312,"pc001100000000","English"
"$0.40","2WAKMN9U8P9YA0VLFM93XUYJ1GYDU3","AI2GXFO5FLLZ1","Fri Dec 30 10:52:42 PST 2011","Fri Dec 30 10:59:33 PST 2011","accept",4,"true","identity",17,"require trace amounts of magnesium for reproduction","horses","dolphins",0,0,0,0,0,0,0,0,1,1,0,0,"plausible",15375,"pc000000001100","English"
"$0.40","2WAKMN9U8P9YA0VLFM93XUYJ1GYDU3","AI2GXFO5FLLZ1","Fri Dec 30 10:52:42 PST 2011","Fri Dec 30 10:59:33 PST 2011","accept",4,"false","contingent",18,"continuously shed their outer keratin layer","cows","squirrels",1,0,0,0,1,0,0,0,0,0,0,0,"possible",14344,"pc100010000000","English"
"$0.40","2WAKMN9U8P9YA0VLFM93XUYJ1GYDU3","AI2GXFO5FLLZ1","Fri Dec 30 10:52:42 PST 2011","Fri Dec 30 10:59:33 PST 2011","accept",4,"false","contingent",19,"have an ulnar artery","elephants","seals",0,0,0,0,0,1,1,0,0,0,0,0,"probable",9453,"pc000001100000","English"
"$0.40","2WAKMN9U8P9YA0VLFM93XUYJ1GYDU3","AI2GXFO5FLLZ1","Fri Dec 30 10:52:42 PST 2011","Fri Dec 30 10:59:33 PST 2011","reject",4,"false","contingent",20,"use acetylcholine as a neurotransmitter","gorillas","cows",1,0,1,0,0,0,0,0,0,0,0,0,"none",19125,"pc101000000000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","reject",5,"false","contingent",0,"continuously shed their outer keratin layer","rhinos","squirrels",0,0,0,0,1,0,0,1,0,0,0,0,"probable",6807,"pc000010010000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","reject",5,"false","contingent",1,"use adipose tissue to synthesize triacylglycerols","cows","mice",1,0,0,1,0,0,0,0,0,0,0,0,"necessary",10470,"pc100100000000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","accept",5,"false","contingent",2,"have a blood PH of 7.9","chimps","elephants",0,1,0,0,0,1,0,0,0,0,0,0,"possible",6310,"pc010001000000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","reject",5,"false","contingent",3,"have seasmoid bones","dolphins","seals",0,0,0,0,0,0,1,0,1,0,0,0,"none",3253,"pc000000101000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","accept",5,"true","identity",4,"have a high potassium concentration in their blood","horses","chimps",0,1,0,0,0,0,0,0,0,1,0,0,"plausible",7479,"pc010000000100","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","accept",4,"false","contingent",5,"use enzyme B-32 to digest food","seals","squirrels",0,0,0,0,1,0,1,0,0,0,0,0,"likely",4541,"pc000010100000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","reject",5,"false","contingent",6,"have blood salinity which declines from infancy to maturity","rhinos","cows",1,0,0,0,0,0,0,1,0,0,0,0,"certain",3062,"pc100000010000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","accept",5,"true","inclusion",7,"become disoriented and motionless when exposed to high ozone levels","animals","gorillas",0,0,1,0,0,0,0,0,0,0,0,1,"plausible",4928,"pc001000000001","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","reject",5,"false","contingent",8,"use norephinephrine as a regulator of sexual drive","elephants","mice",0,0,0,1,0,1,0,0,0,0,0,0,"necessary",5008,"pc000101000000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","accept",5,"false","contingent",9,"have enzyme X132 in their bloodstreams","gorillas","seals",0,0,1,0,0,0,1,0,0,0,0,0,"possible",3271,"pc001000100000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","accept",5,"false","contingent",10,"require vitamin K for their livers to function","chimps","mice",0,1,0,1,0,0,0,0,0,0,0,0,"likely",4415,"pc010100000000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","accept",4,"false","contingent",11,"have iron sulfate in their blood","dolphins","elephants",0,0,0,0,0,1,0,0,1,0,0,0,"probable",3238,"pc000001001000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","reject",5,"false","contingent",12,"require oxydilic acid for good digestion","squirrels","rhinos",0,0,0,0,1,0,0,1,0,0,0,0,"none",3680,"pc000010010000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","reject",5,"false","contingent",13,"have an ulnar artery","cows","gorillas",1,0,1,0,0,0,0,0,0,0,0,0,"certain",3326,"pc101000000000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","accept",4,"true","inclusion",14,"require trace amounts of magnesium for reproduction","mammals","mice",0,0,0,1,0,0,0,0,0,0,1,0,"probable",3152,"pc000100000010","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","accept",5,"false","contingent",15,"have a right aortic arch","squirrels","seals",0,0,0,0,1,0,1,0,0,0,0,0,"likely",3327,"pc000010100000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","accept",5,"false","contingent",16,"require biotin for hemoglobin synthesis","rhinos","dolphins",0,0,0,0,0,0,0,1,1,0,0,0,"plausible",3191,"pc000000011000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","accept",5,"true","identity",17,"have a tympanic membrane in their inner ears","horses","elephants",0,0,0,0,0,1,0,0,0,1,0,0,"none",4591,"pc000001000100","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","reject",5,"false","contingent",18,"secrete uric acid crystals","rhinos","cows",1,0,0,0,0,0,0,1,0,0,0,0,"certain",3879,"pc100000010000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","accept",5,"false","contingent",19,"use acetylcholine as a neurotransmitter","dolphins","gorillas",0,0,1,0,0,0,0,0,1,0,0,0,"possible",7743,"pc001000001000","English"
"$0.40","2QFTBJ3MMDX5MH9CPRBHG9MEC40CY3","A3HAYSU07I81LQ","Fri Dec 30 11:15:10 PST 2011","Fri Dec 30 11:17:05 PST 2011","reject",5,"false","contingent",20,"use seratonin as a neurotransmitter","mice","chimps",0,1,0,1,0,0,0,0,0,0,0,0,"necessary",2263,"pc010100000000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",3,"false","contingent",0,"use seratonin as a neurotransmitter","gorillas","seals",0,0,1,0,0,0,1,0,0,0,0,0,"plausible",10335,"pc001000100000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","reject",4,"false","contingent",1,"have seasmoid bones","mice","squirrels",0,0,0,1,1,0,0,0,0,0,0,0,"necessary",9055,"pc000110000000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",3,"false","contingent",2,"use adipose tissue to synthesize triacylglycerols","dolphins","elephants",0,0,0,0,0,1,0,0,1,0,0,0,"likely",12062,"pc000001001000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",4,"false","contingent",3,"have a blood PH of 7.9","cows","chimps",1,1,0,0,0,0,0,0,0,0,0,0,"possible",5671,"pc110000000000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",4,"false","contingent",4,"use enzyme B-32 to digest food","chimps","seals",0,1,0,0,0,0,1,0,0,0,0,0,"probable",8271,"pc010000100000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",4,"false","contingent",5,"require vitamin K for their livers to function","gorillas","mice",0,0,1,1,0,0,0,0,0,0,0,0,"none",9039,"pc001100000000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",5,"true","inclusion",6,"become disoriented and motionless when exposed to high ozone levels","animals","squirrels",0,0,0,0,1,0,0,0,0,0,0,1,"certain",78197,"pc000010000001","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",5,"true","identity",7,"have iron sulfate in their blood","rhinos","horses",0,0,0,0,0,0,0,1,0,1,0,0,"plausible",8760,"pc000000010100","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",4,"false","contingent",8,"require biotin for hemoglobin synthesis","cows","dolphins",1,0,0,0,0,0,0,0,1,0,0,0,"likely",8167,"pc100000001000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",3,"false","contingent",9,"have enzyme X132 in their bloodstreams","squirrels","gorillas",0,0,1,0,1,0,0,0,0,0,0,0,"necessary",13366,"pc001010000000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",3,"false","contingent",10,"have a tympanic membrane in their inner ears","dolphins","elephants",0,0,0,0,0,1,0,0,1,0,0,0,"probable",8984,"pc000001001000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",4,"false","contingent",11,"have a high potassium concentration in their blood","mice","cows",1,0,0,1,0,0,0,0,0,0,0,0,"possible",7775,"pc100100000000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","reject",3,"false","contingent",12,"require oxydilic acid for good digestion","chimps","rhinos",0,1,0,0,0,0,0,1,0,0,0,0,"certain",15783,"pc010000010000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","reject",3,"false","contingent",13,"continuously shed their outer keratin layer","mice","squirrels",0,0,0,1,1,0,0,0,0,0,0,0,"none",10358,"pc000110000000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",4,"true","inclusion",14,"require trace amounts of magnesium for reproduction","gorillas","mammals",0,0,1,0,0,0,0,0,0,0,1,0,"likely",8039,"pc001000000010","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",3,"false","contingent",15,"have an ulnar artery","rhinos","elephants",0,0,0,0,0,1,0,1,0,0,0,0,"necessary",9439,"pc000001010000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",5,"true","identity",16,"secrete uric acid crystals","seals","horses",0,0,0,0,0,0,1,0,0,1,0,0,"probable",8136,"pc000000100100","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","reject",3,"false","contingent",17,"have a right aortic arch","chimps","cows",1,1,0,0,0,0,0,0,0,0,0,0,"certain",12687,"pc110000000000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",3,"false","contingent",18,"have blood salinity which declines from infancy to maturity","dolphins","mice",0,0,0,1,0,0,0,0,1,0,0,0,"none",12294,"pc000100001000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",4,"false","contingent",19,"use norephinephrine as a regulator of sexual drive","rhinos","cows",1,0,0,0,0,0,0,1,0,0,0,0,"possible",9327,"pc100000010000","English"
"$0.40","244F806UFBNFZNIJ44U9ASW72WIF1I","A10YKRWJK41OUW","Fri Dec 30 11:15:04 PST 2011","Fri Dec 30 11:20:23 PST 2011","accept",4,"false","contingent",20,"use acetylcholine as a neurotransmitter","gorillas","elephants",0,0,1,0,0,1,0,0,0,0,0,0,"plausible",9271,"pc001001000000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","reject",4,"false","contingent",0,"have a high potassium concentration in their blood","squirrels","mice",0,0,0,1,1,0,0,0,0,0,0,0,"certain",19663,"pc000110000000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",4,"true","inclusion",1,"use norephinephrine as a regulator of sexual drive","gorillas","animals",0,0,1,0,0,0,0,0,0,0,0,1,"plausible",13407,"pc001000000001","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",5,"true","identity",2,"have an ulnar artery","horses","elephants",0,0,0,0,0,1,0,0,0,1,0,0,"likely",21550,"pc000001000100","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",5,"false","contingent",3,"have a tympanic membrane in their inner ears","cows","chimps",1,1,0,0,0,0,0,0,0,0,0,0,"necessary",11447,"pc110000000000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",5,"false","contingent",4,"use seratonin as a neurotransmitter","rhinos","seals",0,0,0,0,0,0,1,1,0,0,0,0,"possible",10295,"pc000000110000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",4,"false","contingent",5,"use enzyme B-32 to digest food","dolphins","rhinos",0,0,0,0,0,0,0,1,1,0,0,0,"none",21527,"pc000000011000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",3,"false","contingent",6,"continuously shed their outer keratin layer","mice","squirrels",0,0,0,1,1,0,0,0,0,0,0,0,"probable",15647,"pc000110000000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",4,"false","contingent",7,"require biotin for hemoglobin synthesis","cows","elephants",1,0,0,0,0,1,0,0,0,0,0,0,"necessary",26991,"pc100001000000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",4,"false","contingent",8,"have blood salinity which declines from infancy to maturity","seals","gorillas",0,0,1,0,0,0,1,0,0,0,0,0,"none",10502,"pc001000100000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",5,"false","contingent",9,"require trace amounts of magnesium for reproduction","mice","chimps",0,1,0,1,0,0,0,0,0,0,0,0,"possible",10854,"pc010100000000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",4,"false","contingent",10,"have a right aortic arch","squirrels","elephants",0,0,0,0,1,1,0,0,0,0,0,0,"plausible",11935,"pc000011000000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",5,"true","inclusion",11,"have enzyme X132 in their bloodstreams","cows","animals",1,0,0,0,0,0,0,0,0,0,0,1,"probable",11375,"pc100000000001","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",5,"true","identity",12,"secrete uric acid crystals","horses","rhinos",0,0,0,0,0,0,0,1,0,1,0,0,"certain",38222,"pc000000010100","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",4,"false","contingent",13,"require oxydilic acid for good digestion","dolphins","seals",0,0,0,0,0,0,1,0,1,0,0,0,"likely",12069,"pc000000101000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",5,"false","contingent",14,"have seasmoid bones","squirrels","elephants",0,0,0,0,1,1,0,0,0,0,0,0,"possible",14864,"pc000011000000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",5,"false","contingent",15,"have iron sulfate in their blood","gorillas","seals",0,0,1,0,0,0,1,0,0,0,0,0,"plausible",11198,"pc001000100000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",5,"false","contingent",16,"use acetylcholine as a neurotransmitter","chimps","mice",0,1,0,1,0,0,0,0,0,0,0,0,"certain",8830,"pc010100000000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",5,"false","contingent",17,"require vitamin K for their livers to function","cows","dolphins",1,0,0,0,0,0,0,0,1,0,0,0,"necessary",8975,"pc100000001000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",5,"false","contingent",18,"use adipose tissue to synthesize triacylglycerols","dolphins","gorillas",0,0,1,0,0,0,0,0,1,0,0,0,"likely",8991,"pc001000001000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",5,"false","contingent",19,"become disoriented and motionless when exposed to high ozone levels","elephants","cows",1,0,0,0,0,1,0,0,0,0,0,0,"probable",13306,"pc100001000000","English"
"$0.40","2FLYMNCWYB49M1UHB6O16JOO79LQMU","A2VX8B1CJXRN2","Fri Dec 30 11:00:28 PST 2011","Fri Dec 30 11:06:34 PST 2011","accept",5,"true","identity",20,"have a blood PH of 7.9","horses","squirrels",0,0,0,0,1,0,0,0,0,1,0,0,"none",8444,"pc000010000100","English"
"$0.40","2D15SW6NG1FSAF0C20PF6FZTE1JIWB","A1PT0JQNXHTEOR","Fri Dec 30 11:08:24 PST 2011","Fri Dec 30 11:16:29 PST 2011","accept",5,"false","contingent",0,"have seasmoid bones","cows","dolphins",1,0,0,0,0,0,0,0,1,0,0,0,"possible",15228,"pc100000001000","English"
"$0.40","2D15SW6NG1FSAF0C20PF6FZTE1JIWB","A1PT0JQNXHTEOR","Fri Dec 30 11:08:24 PST 2011","Fri Dec 30 11:16:29 PST 2011","accept",5,"true","inclusion",1,"have a tympanic membrane in their inner ears","animals","rhinos",0,0,0,0,0,0,0,1,0,0,0,1,"none",47166,"pc000000010001","English"
"$0.40","2D15SW6NG1FSAF0C20PF6FZTE1JIWB","A1PT0JQNXHTEOR","Fri Dec 30 11:08:24 PST 2011","Fri Dec 30 11:16:29 PST 2011","accept",5,"false","contingent",2,"require trace amounts of magnesium for reproduction","mice","seals",0,0,0,1,0,0,1,0,0,0,0,0,"plausible",19519,"pc000100100000","English"
"$0.40","2D15SW6NG1FSAF0C20PF6FZTE1JIWB","A1PT0JQNXHTEOR","Fri Dec 30 11:08:24 PST 2011","Fri Dec 30 11:16:29 PST 2011","accept",5,"false","contingent",3,"have iron sulfate in their blood","chimps","elephants",0,1,0,0,0,1,0,0,0,0,0,0,"certain",12688,"pc010001000000","English"
"$0.40","2D15SW6NG1FSAF0C20PF6FZTE1JIWB","A1PT0JQNXHTEOR","Fri Dec 30 11:08:24 PST 2011","Fri Dec 30 11:16:29 PST 2011","accept",5,"false","contingent",4,"have a blood PH of 7.9","squirrels","gorillas",0,0,1,0,1,0,0,0,0,0,0,0,"probable",12175,"pc001010000000","English"
"$0.40","2D15SW6NG1FSAF0C20PF6FZTE1JIWB","A1PT0JQNXHTEOR","Fri Dec 30 11:08:24 PST 2011","Fri Dec 30 11:16:29 PST 2011","accept",5,"true","identity",5,"have a right aortic arch","squirrels","horses",0,0,0,0,1,0,0,0,0,1,0,0,"likely",14168,"pc000010000100","English"
"$0.40","2D15SW6NG1FSAF0C20PF6FZTE1JIWB","A1PT0JQNXHTEOR","Fri Dec 30 11:08:24 PST 2011","Fri Dec 30 11:16:29 PST 2011","accept",5,"false","contingent",6,"use enzyme B-32 to digest food","gorillas","rhinos",0,0,1,0,0,0,0,1,0,0,0,0,"necessary",36073,"pc001000010000","English"
"$0.40","2D15SW6NG1FSAF0C20PF6FZTE1JIWB","A1PT0JQNXHTEOR","Fri Dec 30 11:08:24 PST 2011","Fri Dec 30 11:16:29 PST 2011","accept",4,"false","contingent",7,"require oxydilic acid for good digestion","cows","dolphins",1,0,0,0,0,0,0,0,1,0,0,0,"certain",17615,"pc100000001000","English"
"$0.40","2D15SW6NG1FSAF0C20PF6FZTE1JIWB","A1PT0JQNXHTEOR","Fri Dec 30 11:08:24 PST 2011","Fri Dec 30 11:16:29 PST 2011","accept",5,"false","contingent",8,"become disoriented and motionless when exposed to high ozone levels","elephants","seals",0,0,0,0,0,1,1,0,0,0,0,0,"probable",10104,"pc000001100000","English"
"$0.40","2D15SW6NG1FSAF0C20PF6FZTE1JIWB","A1PT0JQNXHTEOR","Fri Dec 30 11:08:24 PST 2011","Fri Dec 30 11:16:29 PST 2011","accept",4,"false","contingent",9,"use acetylcholine as a neurotransmitter","mice","chimps",0,1,0,1,0,0,0,0,0,0,0,0,"necessary",21744,"pc010100000000","English"
"$0.40","2D15SW6NG1FSAF0C20PF6FZTE1JIWB","A1PT0JQNXHTEOR","Fri Dec 30 11:08:24 PST 2011","Fri Dec 30 11:16:29 PST 2011","accept",4,"false","contingent",10,"use adipose tissue to synthesize triacylglycerols","mice","gorillas",0,0,1,1,0,0,0,0,0,0,0,0,"possible",11223,"pc001100000000","English"
"$0.40","2D15SW6NG1FSAF0C20PF6FZTE1JIWB","A1PT0JQNXHTEOR","Fri Dec 30 11:08:24 PST 2011","Fri Dec 30 11:16:29 PST 2011","accept",5,"true","identity",11,"require biotin for hemoglobin synthesis","horses","cows",1,0,0,0,0,0,0,0,0,1,0,0,"likely",30423,"pc100000000100","English"
